Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
"13 Album Track(s)
10 Single(s)
0 Feature(s)
0 EP Track(s)
13 B-Side(s)
1 Promo Track(s)
2 Other","X&Y
(p.k.a. Zero Theory)","May 11th, 2005 (Speed of Sound release)
May 6th, 2008 (Violet Hill release)",,,Other,,
X&Y,Square One,"Track 1 of X&Y. The song was started by a guitar riff from Jonny, who later jammed on the song with Will after showing him the riff. The song was finished above their studio and was produced by Ken Nelson. It also features Matt McGinn on guitar. Robert Smith (The Cure) is credited as a programmer. Guy Berryman performs backing vocals.",4:47,"Jun 6, 2005",Album Track,Yes,Spotify
X&Y,What If,"Track 2 of X&Y. Originally written during the AROBTTH tour, the band recorded several versions across many different studios before the final stuck. Produced by Ken Nelson. It was later released as a promo single in 2006.",4:58,"Jun 6, 2005",Album Track,Yes,Spotify
X&Y,White Shadows,"Track 3 of X&Y. Considered to be the lead single before almost being entirely scrapped, though it was saved by Guy. Features Brian Eno playing the synth and the song was produced by Ken Nelson. Inspired by Tears for Fears.",5:28,"Jun 6, 2005",Album Track,Yes,Spotify
X&Y,Fix You,Track 4 of X&Y and its second single. Fix You is considered the 'anchor' of X&Y and the rest of the album was built around it. The song was also partially written for Gwyneth Paltrow's father who had recently died. There were a few different recordings but the original version (recorded in Chicago) won. Inspired by The Pixies and Jimmy Cliff. Produced by Ken Nelson.,4:55,"Jun 6, 2005",Album Track,Yes,Spotify
X&Y,Talk,Track 5 of X&Y and its third single. Several members of the band (particularly Guy) dislike this song. It has the most recordings out of all X&Y tracks and was almost scrapped from the album. It samples Kraftwerk's Computer Love and is produced by Danton Supple. Guy Berryman performs backing vocals.,5:11,"Jun 6, 2005",Album Track,Yes,Spotify
X&Y,X&Y,"Track 6 and the title tack of X&Y. It was the first song to be written for the album, dating back to the AROBTTH tour. It took a long time for the band to get the verse right. Heavily inspired by The Beatles. Produced by Ken Nelson.",4:34,"Jun 6, 2005",Album Track,Yes,Spotify
X&Y,Speed of Sound,"Track 7 and the lead single of X&Y. Written during Summer 2004 in Chris Martin's house. Inspired by Kate Bush's Running Up That Hill & Nick Cave. Chris is unhappy with how the song out, and claims they messed the recording up. Produced by Danton Supple. Guy Berryman performs backing vocals.",4:47,"Jun 6, 2005",Album Track,Yes,Spotify
X&Y,A Message,"Track 8 of X&Y. The final song written for X&Y - it was written in the middle of the night, by Chris, fully naked, playing the same guitar he recorded Square One with. Produced by Ken Nelson.",4:45,"Jun 6, 2005",Album Track,Yes,Spotify
X&Y,Low,"Track 9 of X&Y. It was first written in Zurich (which was the song's title at the time) and supposedly reignited the band's passion for playing together. Wine glasses were used as percussion at the request of Brian Eno, who also played synths on the song. Produced by Ken Nelson.",5:32,"Jun 6, 2005",Album Track,Yes,Spotify
X&Y,The Hardest Part,"Track 10 of X&Y and its fourth single. Heavily inspired by R.E.M.'s Losing My Religion, which nearly caused the song to be scrapped due to the similarities between the 2. Produced by Danton Supple. Guy Berryman perfoms backing vocals.",4:22,"Jun 6, 2005",Album Track,Yes,Spotify
X&Y,Swallowed in the Sea,"Track 11 of X&Y. Like Fix You, the song was an anchor of the album *and* the band. It was inspired partly by The Pogues' Fairytale Of New York. It is one of Will's favourites from the album. It was written in 4 minutes and produced by Ken Nelson.",3:59,"Jun 6, 2005",Album Track,Yes,Spotify
X&Y,Twisted Logic,"Track 12 of X&Y, and it's official final track. Written in Summer 2004 and was inspired by Muse and Samuel Barber. X&Y's world tour 'Twisted Logic' is named after the song despite never being played live. It is produced by Ken Nelson.",4:31,"Jun 6, 2005",Album Track,Yes,Spotify
X&Y,Til Kingdom Come,"Track 13 of X&Y, though it is technically a hidden track. The song was recorded in 1 take by all 4 members and was originally meant to feature Johnny Cash, but he passed away before he could record for it. The song isn't on some first edition CD prints of the album. Produced by Ken Nelson.",4:10,"Jun 6, 2005",Other,Yes,Spotify
X&Y,How You See The World,"Released as a bonus track on the Japanese version of X&Y. Likely produced by Ken Nelson, though it is unconfirmed. A re-recorded version of the song that they played on tour would later be released on a charity compilation album.",4:02,"Jun 6, 2005",Other,No,FLAC File
X&Y,Speed of Sound,"Lead single of X&Y, taken from the LP. It spawned 2 B-Sides, Things I Don't Understand and Proof.",4:51,"May 11, 2005",Single,Yes,Spotify
X&Y,Things I Don't Understand,B-Side to Speed of Sound. Produced by Danton Supple. Jonny Buckland and Guy Berryman perform backing vocals.,4:55,"May 11, 2005",Other,Yes,Spotify
X&Y,Proof,B-Side to Speed of Sound. Played on the AROBTTH tour. Produced by Danton Supple.,4:10,"May 11, 2005",Other,Yes,Spotify
X&Y,"Speed of Sound
(Radio Edit)",Shortened version of Speed of Sound - released as the audio for the song's music video.,4:23,"May 11, 2005",Other,No,MP3 File
X&Y,"Speed of Sound
(Live)","Live version of Speed of Sound released as a single. Recorded in Cologne, Germany on April 7, 2005.",4:44,"May 20, 2005",Single,Yes,Spotify
X&Y,"Fix You
(Live from Arnhem, Netherlands)","Released as a single, 3 days before Fix You's official single released. Recorded in the Netherlands on July 7, 2005.",6:08,"Sep 2, 2005",Single,Yes,Spotify
X&Y,"Fix You
(Single Version)","Second single of X&Y - released as a shortened single edit. The music video of the song uses this audio. It spawned 2 B-Sides, The World Turned Upside Down and Pour Me.",4:37,"Sep 5, 2005",Single,Yes,"Spotify (not marked as ""Single Version"")"
X&Y,The World Turned Upside Down,B-Side to Fix You. The song's name was taken from another song performed live on the AROBTTH tour. Produced by Ken Nelson.,4:32,"Sep 5, 2005",Other,Yes,Spotify
X&Y,"Pour Me
(live at the Hollywood Bowl)","B-Side to Fix You. The studio version of Pour Me is unreleased. This version was recorded in LA on June 2, 2003. The song was later included on the second Japanese pressing of X&Y.",5:01,"Sep 5, 2005",Other,Yes,Spotify
X&Y,How You See the World No. 2,The opening track of a charity compliation album called 'Help: A Day In The Life'. It was recorded after being played live on tour. Produced by Danton Supple.,4:05,"Sep 9, 2005",Other,Yes,Spotify
X&Y,"Talk
(Radio Edit)","Third single of X&Y - released as a radio edit. The music video of the song uses this audio. It spawned 2 B-Sides, Sleeping Sun and Gravity.",4:25,"Dec 2, 2005",Single,Yes,"Spotify (not marked as ""Radio Edit"")"
X&Y,"Swallowed in the Sea
(Live in Holland)","B-Side to Talk (Dutch CD1). Live version of Swallowed in the Sea' recorded at Gelredome Stadium, Arnhem on July 7, 2005.",4:16,"Dec 2, 2005",Other,No,FLAC File
X&Y,"God Put a Smile upon Your Face
(Live in Holland)","B-Side to Talk (Dutch CD1). Live version of God Put a Smile upon Your Face recorded at Gelredome Stadium, Arnhem on July 7, 2005.",4:22,"Dec 2, 2005",Other,No,FLAC File
X&Y,"Talk
(Album Version)",Taken from the album. The first track of Talk's Dutch CD2.,5:11,"Dec 9, 2005",Single,Yes,Spotify (Taken from X&Y)
X&Y,"Square One
(Live in Holland)","B-Side to Talk (Dutch CD2). Live version of Square One recorded at Gelredome Stadium, Arnhem on July 7, 2005.",5:13,"Dec 9, 2005",Other,No,FLAC File
X&Y,"Clocks
(Live in Holland)","B-Side to Talk (Dutch CD2). Live version of Clocks recorded at Gelredome Stadium, Arnhem on July 7, 2005.",7:05,"Dec 9, 2005",Other,No,FLAC File
X&Y,"Talk
(Live in Holland)","Live version of Talk and the first track of Talk's Dutch CD3. Recorded at Gelredome Stadium, Arnhem on July 7, 2005.",5:20,"Dec 16, 2005",Single,No,FLAC File
X&Y,"Til Kingdom Come
(Live in Holland)","B-Side to Talk (Dutch CD3). Live version of Til Kingdom Come recorded at Gelredome Stadium, Arnhem on July 7, 2005.",4:27,"Dec 16, 2005",Other,No,FLAC File
X&Y,"Fix You
(Live in Holland)","B-Side to Talk (Dutch CD3). Same as Fix You (Live from Arnhem, Netherlands) but with an extra minute of applause following the song.",7:10,"Dec 16, 2005",Other,No,FLAC File
X&Y,Sleeping Sun,B-Side to Talk. The song has never been performed live. Produced by Ken Nelson.,3:11,"Dec 19, 2005",Other,Yes,Spotify
X&Y,Gravity,"B-Side to Talk. The song was originally written in 2002, and was given away to Embrace after they had lost their album, though Coldplay later decided to release their own version. Produced by Danton Supple.",6:20,"Dec 19, 2005",Other,Yes,Spotify
X&Y,"Til Kingdom Come
(Live)",Live acoustic version of Til Kingdom Come released on the live compilation album Sound Response.,4:01,2005,Album Track,No,Link Needed
X&Y,The Hardest Part,"Fourth single of X&Y. It spawned one B-Side, a live performance of How You See The World No. 2.",4:22,"Apr 3, 2006",Single,Yes,Spotify
X&Y,"How You See the World
(live from Earls Court)","Live perfomance of How You See The World No. 2 released as a B-Side to both The Hardest Part & What If. It was recorded in London on December 15, 2005.",4:16,"Apr 3, 2006",Other,Yes,Spotify
X&Y,"The Hardest Part
(Tom Lord-Alge Mix)",Alternate version of The Hardest Part released on the US single of the song. Mixed by Tom Lord-Alge.,4:36,"Apr 3, 2006",Single,No,FLAC File
X&Y,"What If
(Tom Lord-Alge Mix)","The fifth and final single of X&Y (though it is only a promo single). The single features an alternate version of What If mixed by Tom Lord-Alge, and one B-Side, a live performance of How You See The World (No. 2).",5:07,"Jun 27, 2006",Single,No,FLAC File
X&Y,"Fix You
(Live)","Track 1 of the Colombian X&Y bonus CD. Live version of Fix You recorded at Glastonbury 2005 on June 25, 2005.",6:22,2006,Other,No,FLAC File
X&Y,"White Shadows
(Live)","Track 2 of the Colombian X&Y bonus CD. Live version of White Shadows recorded at Glastonbury 2005 on June 25, 2005.",5:35,2006,Other,No,FLAC File
X&Y,"A Message
(Live)","Track 3 of the Colombian X&Y bonus CD. Live version of A Message recorded at Glastonbury 2005 on June 25, 2005.",5:12,2006,Other,No,FLAC File
X&Y,"Til Kingdom Come
(Live)","Track 4 of the Colombian X&Y bonus CD. Live version of Til Kingdom Come recorded at Glastonbury 2005 on June 25, 2005.",5:13,2006,Other,No,FLAC File
X&Y,"Talk
(Edit)",Alternate edit of Talk released on a US promotional CD alongside the album version. Shorter than the radio edit.,4:05,2006,Other,No,Link Needed
"20 Album Track(s)
11 Single(s)
0 Feature(s)
9 EP Track(s)
10 B-Side(s)
0 Promo Track(s)
3 Other","Viva la Vida or Death and All His Friends
(p.k.a. ¡Viva la Vida! and LeftRightLeftRightLeft...)","May 6th, 2008 (Violet Hill release)
December 4th, 2010 (Christmas Lights release)",,,Other,,
Viva la Vida,Life in Technicolor,"Track 1 of Viva la Vida or Death and All His Friends. The song is entirely instrumental apart from some 'ohhs' - it originally had lyrics but they were cut due to being 'too obvious of a single'. It samples Jon Hopkins' Light Through The Veins. Produced by Hopkins, Brian Eno, & Markus Dravs. Features strings from Davide Rossi. Guy Berryman performs backing vocals. The song transitions into Cemeteries of London.",2:29,"Jun 12, 2008",Album Track,Yes,Spotify
Viva la Vida,Cemeteries of London,"Track 2 on Viva la Vida or Death and All His Friends. Considered to be Coldplays take a on ""The Smiths""-esque song. This track originally contained a verse about drowning witches that was cut for being ""too morbid and horrifying"". Vocals were recorded in a Barcelona Church. A music video was also created and unfortunately scrapped - there is however an image online. Produced by Brian Eno & Markus Dravs. Guy Berryman performs backing vocals.",3:21,"Jun 12, 2008",Album Track,Yes,Spotify
Viva la Vida,Lost!,Track 3 and the third single of Viva la Vida or Death and All His Friends. It was supposedly written during a soundcheck in 2003 where the band attempted to perform 'Sing' by Blur and accidentally wrote Lost!. The song uses a stomp-stomp-clap rhythm. Produced by Brian Eno & Markus Dravs. Jonny Buckland and Guy Berryman perform backing vocals.,3:56,"Jun 12, 2008",Album Track,Yes,Spotify
Viva la Vida,42,"Track 4 of Viva la Vida or Death and All His Friends. The band made an effort to make a song without a chorus, instead splitting it into three parts. An alternate name registered to ASCAP is 'Living In My Head'. Produced by Brian Eno & Markus Dravs. Features Chris Martin on electric guitar and Guy Berryman performing backing vocals. Features strings from Davide Rossi.",3:57,"Jun 12, 2008",Album Track,Yes,Spotify
Viva la Vida,Lovers in Japan,Track 5 of Viva la Vida or Death and All His Friends - being the first half of a 2 song track: Lovers in Japan / Reign of Love. The main piano riff was created by sticking tacks on piano hammers. Produced by Brian Eno and Markus Dravs. Guy Berryman performs backing vocals.,3:57,"Jun 12, 2008",Album Track,Yes,Spotify
Viva la Vida,Reign of Love,"Track 5 of Viva la Vida or Death and All His Friends - being the second half of a 2 song track: Lovers in Japan / Reign of Love. The song was originally a 20 minute long jam, which was cut down to just 3 minutes. Produced by Brian Eno & Markus Dravs.",2:57,"Jun 12, 2008",Album Track,Yes,Spotify
Viva la Vida,Yes,"Track 6 of Viva la Vida or Death and All His Friends. Chris intended to sing lower in his vocal register in this song, instead of his usual falsetto and is inspired by The Velvet Underground. Produced by Brian Eno & Markus Dravs. Features strings from Davide Rossi. Guy Berryman performs backing vocals. The song also has a hidden track; Chinese Sleep Chant.",4:05,"Jun 12, 2008",Album Track,Yes,Spotify
Viva la Vida,Chinese Sleep Chant,"Hidden track attached to Yes. The song was written whilst the band was under hypnosis, which is showcased by the shoegaze instrumental and hazy vocals. Produced by Brian Eno & Markus Dravs. Guy Berryman performs backing vocals, singing alternate lyrics to Chris. Features strings from Davide Rossi.",3:01,"Jun 12, 2008",Other,Yes,Spotify
Viva la Vida,Viva la Vida,"The 7th track, first title track, and second single of Viva la Vida or Death and All His Friends. The song's title was inspired by a Frida Khalo painting of the same name, meaning: 'Long Live Life'. Chris stated that ""there were about nine Viva la Vidas"". Produced by Brian Eno & Markus Dravs. Features strings from Davide Rossi. Features a long outro which transitions into Violet Hill. Jonny, Guy, and Eno all perform backing vocals.",4:02,"May 25, 2008",Album Track,Yes,Spotify
Viva la Vida,Violet Hill,Track 8 and the lead single of Viva la Vida or Death and All His Friends. Features a long ambient intro produced by Davide Rossi and Jon Hopkins. The opening line and melody of Violet Hill was the first piece of music Coldplay had ever written. The name comes from a street near Abbey Road. Produced by Brian Eno & Markus Dravs. Guy Berryman performs backing vocals.,3:42,"May 6, 2008",Album Track,Yes,Spotify
Viva la Vida,Strawberry Swing,Track 9 and the final single of Viva la Vida or Death and All His Friends. Inspired by time Chris had spent in Zimbabwe.The song was originally created in Australia and is produced by Brian Eno and Markus Dravs. Features Chris on electric guitar & Guy Berryman performing backing vocals. Features strings from Davide Rossi.,4:09,"Jun 12, 2008",Album Track,Yes,Spotify
Viva la Vida,Death and All His Friends,"The 10th, final, and second title track of Viva la Vida or Death and All His Friends. The song is a 2 part track, being made up of the piano intro 'School', and the explosive ending, 'Death And All His Friends'. The second half features vocals from what is now known as the 'Coldplay Choir', being the band and other people in the studio all singing in unison. Produced by Brian Eno & Markus Dravs. The song also features a hidden track; The Escapist.",3:31,"Jun 12, 2008",Album Track,Yes,Spotify
Viva la Vida,The Escapist,"Hidden track attached to Death and All His Friends. The song is built around Jon Hopkins' Light Through The Veins, used to loop back to the start of the album (which also starts with Hopkins' song). It is mostly instrumental but has some vocals by Chris. Produced by Brian Eno & Jon Hopkins.",2:46,"Jun 12, 2008",Other,Yes,Spotify
Viva la Vida,Life in Technicolor ii,"Track 1 of the Prospekt's March EP. This version of the song is longer and features proper vocals, but is missing the Hopkins instrumental intro. It was later released as the second single of this EP. Produced by Brian Eno & Markus Dravs. Guy Berryman performs backing vocals.",4:05,"Nov 21, 2008",EP Track,Yes,Spotify
Viva la Vida,Postcards from Far Away,"Track 2 of the Prospekt's March EP. It is a short, instrumental interlude played on piano. The song was originally longer with vocals but it is unknown why they were cut. Produced by Brian Eno & Markus Dravs.",0:48,"Nov 21, 2008",EP Track,Yes,Spotify
Viva la Vida,Glass of Water,Track 3 of the Prospekt's March EP. Written at the same time as the unreleased Famous Old Painters in late 2007. Produced by Brian Eno & Markus Dravs. Jonny Buckland and Guy Berryman perform backing vocals.,4:44,"Nov 21, 2008",EP Track,Yes,Spotify
Viva la Vida,Rainy Day,"Track 4 of the Prospekt's March EP. The song was originally meant to close out the album, paired with School, but was changed in favour of DAHHF. Produced by Brian Eno, Markus Dravs. & Emily Bart-Smith, who provides backing vocals. Jonny and Guy also perform backing vocals.",3:27,"Nov 21, 2008",EP Track,Yes,Spotify
Viva la Vida,Prospekt's March,"Track 5 and the title track of the Prospekt's March EP - being the first half of a 2 song track: Prospekt's March / Poppyfields. The song originally featured drums and heavy guitar riffs, but was later scrapped. Produced by Jon Hopkins, Brian Eno & Markus Dravs. Jonny Buckland and Guy Berryman perform backing vocals.",2:53,"Nov 21, 2008",EP Track,Yes,Spotify
Viva la Vida,Poppyfields,"Track 5 of the Prospekt's March EP - being the second half of a 2 song track: Prospekt's March / Poppyfields. The song was originally longer with vocals but it is unknown why they were cut. Produced by Jon Hopkins, Brian Eno & Markus Dravs.",0:46,"Nov 21, 2008",EP Track,Yes,Spotify
Viva la Vida,"Lost+
(feat. Jay Z)","Track 6 of the Prospekt's March EP. This version is the same as the album version, but features Jay-Z singing his own verse towards the end of the song.",4:16,"Nov 21, 2008",EP Track,Yes,Spotify
Viva la Vida,"Lovers in Japan
(Osaka Sun Mix)","Track 7 of the Prospekt's March EP. This version is actually the single version, which was released 3 weeks earlier. It is similar to the album version, but is a different mix and features extra vocals. Also, Reign of Love is not included.",3:58,"Nov 21, 2008",EP Track,Yes,Spotify
Viva la Vida,Now My Feet Won't Touch the Ground,The 8th and final track of the Prospekt's March EP. The song's title is a featured lyric in both Life in Technicolor & Strawberry Swing. Produced by Brian Eno & Markus Dravs. Jonny Buckland and Guy Berryman perform backing vocals. Kelly Pratt adds brass.,2:27,"Nov 21, 2008",EP Track,Yes,Spotify
Viva la Vida,"Violet Hill
(Single Version)",Lead single of Viva la Vida. It is slightly longer and is unmixed. The single spawned 2 B-Sides: A Spell a Rebel Yell and Lost?. (The single listed on streaming services uses the album version of the song.),3:50,"May 6, 2008",Single,No,FLAC File
Viva la Vida,A Spell a Rebel Yell,B-Side to Violet Hill. It was released to streaming exclusively on Spotify until 2024.,2:48,"May 6, 2008",Other,Yes,Spotify
Viva la Vida,"Violet Hill
(Radio Edit)",Slightly shorter version of Violet Hill released as a promo single.,3:20,"May 6, 2008",Single,No,FLAC File
Viva la Vida,"Viva la Vida
(Single Version)",Second single of Viva la Vida. It is slightly shorter and is unmixed. The single spawned one B-Side: Death Will Never Conquer.,3:59,"May 25, 2008",Single,No,FLAC File
Viva la Vida,Death Will Never Conquer,B-Side to Viva la Vida. The song was frequently performed live acoustically with Will on lead vocals. It was later released as a bonus track of the Japanese Edition of the album.,1:17,"May 25, 2008",Other,Yes,Spotify
Viva la Vida,"Viva la Vida
(Radio Edit)",Shortened version of Viva la Vida released as a promo single.,3:45,"May 25, 2008",Single,Yes,Spotify (Taken from a compilation album)
Viva la Vida,"Lost+
(Music Video Version)",Live perfomance of Lost+ used as the song's music video. Recorded in Chicago in July 2008.,4:44,"Sep 26, 2008",Other,No,MP3 File
Viva la Vida,"Lovers in Japan
(Single Version)",Released as Viva La Vida's third single (though it is a promo single). It was later released on the Prospekt's March EP as the 'Osaka Sun Remix'.,3:58,"Nov 3, 2008",Single,Yes,Spotify (Taken from the Prospekt's March E.P.)
Viva la Vida,Lost!,"Fourth single of Viva la Vida. It spawned multiple different versions as B-Sides, and also has an EP of the same name.",3:56,"Nov 10, 2008",Single,Yes,Spotify
Viva la Vida,Lost?,B-Side to both Lost! and Violet Hill. It is an acoustic version of Lost played almost exclusively on piano.,3:42,"Nov 10, 2008",Other,Yes,Spotify
Viva la Vida,"Lost@
(live at United Center, Chicago)",Live version of Lost! released as a B-Side to the single. Its audio was released as Lost!'s music video.,3:55,"Nov 10, 2008",Other,Yes,Spotify
Viva la Vida,"Lost+
(feat. Jay Z)",Released as both a single and a B-Side to Lost!. Also later released on the Prospekt's March EP.,4:16,"Nov 10, 2008",Other,Yes,Spotify
Viva la Vida,Lost-,Instrumental of Lost! released as a B-Side to the single.,3:56,"Nov 10, 2008",Other,No,FLAC File
Viva la Vida,"Lhuna
(feat. Kylie Minogue)","Released as a charity single. The song was cut from Viva la Vida for being 'too sexy'. Originally, the song was meant to feature David Bowie instead of Kylie Minogue but he refused to sing on it, stating it wasn't very good. Before it was chosen as a charity single, it was planned to be the 9th (and second-to-last) track of The Wedding Album.",4:42,"Dec 1, 2008",Single,No,MP3 File
Viva la Vida,Life in Technicolor ii,"One of three singles released from the Prospekt's March EP. It spawned 2 B-Sides, a live recording of the song, and The Goldrush. Before the Prospekt's March EP was conceived, it was planned to be the 10th and final track of The Wedding Album.",4:07,"Feb 2, 2009",Single,Yes,Spotify
Viva la Vida,"Life in Technicolor ii 
(Live at The O2, London)","B-Side to Life in Technicolor ii. Live version of the song recorded in London on December 16, 2008.",3:36,"Feb 2, 2009",Other,Yes,Spotify
Viva la Vida,The Goldrush,B-Side to Life in Technicolor ii.,2:29,"Feb 2, 2009",Other,Yes,Spotify
Viva la Vida,"Life in Technicolor ii
(Radio Edit)",Shortened version of Life in Technicolor ii released as a promo single.,3:37,"Feb 2, 2009",Single,No,FLAC File
Viva la Vida,"Lost+ (with Jay-Z) / Viva La Vida
(Live at the 51st GRAMMY Awards)","Live versions of both Lost+ and Viva la Vida released as a double-track single. Recorded at the Grammy Awards on February 8, 2009 (the same day the single was released).",5:35,"Feb 8, 2009",Single,No,M4A File
Viva la Vida,"Glass of Water
(Live in Sydney, 2009)",Track 1 of LeftRightLeftRightLeft. Recorded in Sydney in March 2009.,4:44,"May 15, 2009",Album Track,Yes,Spotify
Viva la Vida,"42
(Live In Madrid, 2008)",Track 2 of LeftRightLeftRightLeft. Recorded in Madrid in September 2008.,4:52,"May 15, 2009",Album Track,Yes,Spotify
Viva la Vida,"Clocks
(Live In Madrid, 2008)",Track 3 of LeftRightLeftRightLeft. Recorded in Madrid in September 2008.,4:40,"May 15, 2009",Album Track,Yes,Spotify
Viva la Vida,"Strawberry Swing
(Live In Madrid, 2008)","Track 4 of LeftRightLeftRightLeft. Recorded in Madrid in September 2008. The song includes some alternate lyrics, which is common for live performances of this song.",4:16,"May 15, 2009",Album Track,Yes,Spotify
Viva la Vida,"The Hardest Part / Postcards from Far Away
(Live in Sydney, 2009)","Track 5 of LeftRightLeftRightLeft. Recorded in Sydney in March 2009. The track consists of an acoustic rendition of The Hardest Part, with Postcards From Far Away as an outro. This mashup was commonly played throught the Viva la Vida tour.",4:15,"May 15, 2009",Album Track,Yes,Spotify
Viva la Vida,"Viva la Vida
(Live in Paris, 2008)","Track 6 of LeftRightLeftRightLeft. Recorded in Paris in September 2008. The song has an extended intro, which is common for live performances of this song.",5:24,"May 15, 2009",Album Track,Yes,Spotify
Viva la Vida,"Death Will Never Conquer
(Live in Sydney, 2009)","Track 7 of LeftRightLeftRightLeft. Recorded in Sydney in March 2009. This version of the song is played on acoustic guitar, and features Will singing lead vocals, which is common for live performances of this song.",1:39,"May 15, 2009",Album Track,Yes,Spotify
Viva la Vida,"Fix You
(Live in Sydney, 2009)",Track 8 of LeftRightLeftRightLeft. Recorded in Sydney in March 2009.,5:38,"May 15, 2009",Album Track,Yes,Spotify
Viva la Vida,"Death and All His Friends
(Live In Madrid, 2008)","The 9th and final track of LeftRightLeftRightLeft. Recorded in Madrid in September 2008.

Unrelated: The live album's name, LeftRightLeftRightLeft, is taken from an unreleased song of the same name.",4:24,"May 15, 2009",Album Track,Yes,Spotify
Viva la Vida,"Strawberry Swing
(Radio Edit)",Released as the final single of Viva la Vida. This mix is slightly shorter than the album version and is missing the clapping from the intro. Its mix was also used as audio for the song's music video.,4:07,"Sep 13, 2009",Single,No,FLAC File
Viva la Vida,"Strawberry Swing
(Album Version)","The album mix of the song, released as a B-Side to the single. Listed as the single's only track on streaming services.",4:09,"Sep 13, 2009",Other,Yes,Spotify (Taken from Viva la Vida or Death and All His Friends)
Viva la Vida,"Strawberry Swing
(Instrumental)",Instrumental of Strawberry Swing released as a B-Side to the single.,4:10,"Sep 13, 2009",Other,No,FLAC File
Viva la Vida,"Lovers In Japan
(Acoustic Version)",Acoustic Version of Lovers in Japan released on a compilation album; Pure(ly) Acoustic 3.,3:55,"Jan 1, 2010",Other,No,FLAC FIle
Viva la Vida,A Message 2010,"Released on a charity compilation album called Hope for Haiti Now, in support of the hurricane in Haiti. The song is mostly acoustic with some alternate lyrics, referencing the hurricane.",4:04,"Jan 23, 2010",Other,No,M4A File
"0 Album Track(s)
0 Single(s)
0 Feature(s)
0 EP Track(s)
0 B-Side(s)
0 Promo Track(s)
0 Other",The Wedding Album,"September 21st, 2009 (Coldplay website updated for the album)
June 3rd, 2011 (Every Teardrop Is A Waterfall EP release)",,N/A,Other,,
The Wedding Album,Christmas Lights,"Released as the only proper single for The Wedding Album's era. The song was released in place of the album, and Mylo Xyloto would later be released as LP5 instead.",4:02,"Dec 4, 2010",Single,Yes,Spotify
"29 Album Track(s)
15 Single(s)
0 Feature(s)
21 EP Track(s)
0 B-Side(s)
0 Promo Track(s)
0 Other",Mylo Xyloto,"June 3rd, 2011 (Every Teardrop Is A Waterfall EP release)
September 6th, 2013 (Atlas release)",,,Other,,
Mylo Xyloto,Mylo Xyloto,The first and title track of Mylo Xyloto. Instrumental interlude used to transition into Hurts Like Heaven. The song is named after the main character of the album's storyline. Produced by Brian Eno and Markus Dravs.,0:42,"Oct 24, 2011",Album Track,Yes,Spotify
Mylo Xyloto,Hurts Like Heaven,Track 2 and the final single of Mylo Xyloto. The song was written around 2 riffs that Jonny had written. Jon Hopkins plays keyboards & Davide Rossi performs strings. Produced by Brian Eno and Markus Dravs. Jonny and Guy perform backing vocals.,4:02,"Oct 24, 2011",Album Track,Yes,Spotify
Mylo Xyloto,Paradise,"Track 3 and the second single of Mylo Xyloto. Originally written in 2010 as a gift to the winner of the X Factor, but kept by the band by Will as he thought it was too good to give away. After writing the song, the band realised they couldn't perfom it in an acoustic style, therefore scrapping The Wedding Album. Produced by Markus Dravs & Brian Eno. Davide Rossi performs strings. Jonny and Guy perform backing vocals. Jon Hopkins is credited on the song too.",4:38,"Oct 24, 2011",Album Track,Yes,Spotify
Mylo Xyloto,Charlie Brown,"Track 4 and the third single of Mylo Xyloto. Originally written in 2009 after a Bruce Springsteen concert, the song was planned for The Wedding Album and was to be played on accordion. Similarly to Paradise, this changed when they released it didn't sound as good as it could be. Rossi performs strings, Hopkins plays keyboards. Produced by Brian Eno and Markus Dravs. Guy and J perform backing vocals.",4:45,"Oct 24, 2011",Album Track,Yes,Spotify
Mylo Xyloto,Us Against the World,"Track 5 of Mylo Xyloto. Originally written in around 2009, the song was to be part of The Wedding Album before it was scrapped. Chris stated it was sort of a 'meeting' point of the 2 main characters in the story. It was intitally released as a demo but was later finished under the name 'Silver Bird' featuring an extended bridge. Produced by Brian Eno and Markus Dravs.",3:59,"Oct 24, 2011",Album Track,Yes,Spotify
Mylo Xyloto,M.M.I.X.,Track 6 of Mylo Xyloto. Instrumental interlude used to transition into Every Teardrop is a Waterfall. The song's name comes from the phrase 'Matt McGinn Is Awesome' (Jonny's guitar tech). Produced by Eno & Dravs.,0:44,"Oct 24, 2011",Album Track,Yes,Spotify
Mylo Xyloto,Every Teardop Is a Waterfall,Track 7 and the lead single of Mylo Xyloto. The song sampled 'I Go To Rio' by Peter Allen - the chords of this song were used in a 2010 film called 'Biutiful' which Chris watched. It inspired him to write the song. Davide Rossi on strings. Produced by Eno & Dravs. Jon Hopkins is also credited on the song.,4:00,"Oct 24, 2011",Album Track,Yes,Spotify
Mylo Xyloto,Major Minus,"Track 8 of Mylo Xyloto. It was originally released as a B-Side to Every Teardrop Is a Waterfall on its EP. The song stemmed from another song called The Man Who Swears He's God, from the Viva La Vida sessions. Produced by Brian Eno & Markus Dravs.",3:30,"Oct 24, 2011",Album Track,Yes,Spotify
